ts,value
449.68993799,-1.47833927
449.88997800,-1.48072240
450.09001800,-1.48310425
450.29005801,-1.48548481
450.49009802,-1.48786408
450.69013803,-1.49024204
450.89017804,-1.49261866
451.09021804,-1.49499395
451.29025805,-1.49736787
451.49029806,-1.49974043
451.69033807,-1.50211160
451.89037808,-1.50448137
452.09041808,-1.50684973
452.29045809,-1.50921665
452.49049810,-1.51158214
452.69053811,-1.51394617
452.89057812,-1.51630873
453.09061812,-1.51866980
453.29065813,-1.52102937
453.49069814,-1.52338742
453.69073815,-1.52574395
453.89077816,-1.52809893
454.09081816,-1.53045236
454.29085817,-1.53280421
454.49089818,-1.53515448
454.69093819,-1.53750314
454.89097820,-1.53985019
455.09101820,-1.54219561
455.29105821,-1.54453938
455.49109822,-1.54688150
455.69113823,-1.54922194
455.89117824,-1.55156069
456.09121824,-1.55389774
456.29125825,-1.55623308
456.49129826,-1.55856668
456.69133827,-1.56089854
456.89137828,-1.56322864
457.09141828,-1.56555696
457.29145829,-1.56788350
457.49149830,-1.57020823
457.69153831,-1.57253114
457.89157832,-1.57485222
458.09161832,-1.57717145
458.29165833,-1.57948882
458.49169834,-1.58180432
458.69173835,-1.58411792
458.89177836,-1.58642962
459.09181836,-1.58873940
459.29185837,-1.59104725
459.49189838,-1.59335315
459.69193839,-1.59565708
459.89197840,-1.59795904
460.09201840,-1.60025901
460.29205841,-1.60255697
460.49209842,-1.60485290
460.69213843,-1.60714681
460.89217844,-1.60943866
461.09221844,-1.61172845
461.29225845,-1.61401616
461.49229846,-1.61630177
461.69233847,-1.61858528
461.89237848,-1.62086667
462.09241848,-1.62314591
462.29245849,-1.62542301
462.49249850,-1.62769794
462.69253851,-1.62997069
462.89257852,-1.63224125
463.09261852,-1.63450959
463.29265853,-1.63677571
463.49269854,-1.63903960
463.69273855,-1.64130122
463.89277856,-1.64356059
464.09281856,-1.64581767
464.29285857,-1.64807245
464.49289858,-1.65032492
464.69293859,-1.65257507
464.89297860,-1.65482287
465.09301860,-1.65706833
465.29305861,-1.65931141
465.49309862,-1.66155211
465.69313863,-1.66379041
465.89317864,-1.66602630
466.09321864,-1.66825976
466.29325865,-1.67049078
466.49329866,-1.67271934
466.69333867,-1.67494543
466.89337868,-1.67716904
467.09341868,-1.67939015
467.29345869,-1.68160874
467.49349870,-1.68382481
467.69353871,-1.68603833
467.89357872,-1.68824930
468.09361872,-1.69045769
468.29365873,-1.69266350
468.49369874,-1.69486670
468.69373875,-1.69706729
468.89377876,-1.69926526
469.09381876,-1.70146057
469.29385877,-1.70365323
469.49389878,-1.70584322
469.69393879,-1.70803051
469.89397880,-1.71021511
470.09401880,-1.71239699
470.29405881,-1.71457614
470.49409882,-1.71675254
470.69413883,-1.71892618
470.89417884,-1.72109705
471.09421884,-1.72326513
471.29425885,-1.72543041
471.49429886,-1.72759287
471.69433887,-1.72975250
471.89437888,-1.73190928
472.09441888,-1.73406321
472.29445889,-1.73621425
472.49449890,-1.73836241
472.69453891,-1.74050767
472.89457892,-1.74265001
473.09461892,-1.74478941
473.29465893,-1.74692587
473.49469894,-1.74905937
473.69473895,-1.75118989
473.89477896,-1.75331742
474.09481896,-1.75544195
474.29485897,-1.75756346
474.49489898,-1.75968194
474.69493899,-1.76179737
474.89497900,-1.76390974
475.09501900,-1.76601903
475.29505901,-1.76812524
475.49509902,-1.77022834
475.69513903,-1.77232832
475.89517904,-1.77442517
476.09521904,-1.77651887
476.29525905,-1.77860941
476.49529906,-1.78069678
476.69533907,-1.78278096
476.89537908,-1.78486193
477.09541908,-1.78693969
477.29545909,-1.78901421
477.49549910,-1.79108549
477.69553911,-1.79315351
477.89557912,-1.79521825
478.09561912,-1.79727970
478.29565913,-1.79933785
478.49569914,-1.80139268
478.69573915,-1.80344419
478.89577916,-1.80549234
479.09581916,-1.80753714
479.29585917,-1.80957856
479.49589918,-1.81161660
479.69593919,-1.81365123
479.89597920,-1.81568245
480.09601920,-1.81771024
480.29605921,-1.81973458
480.49609922,-1.82175547
480.69613923,-1.82377288
480.89617924,-1.82578681
481.09621924,-1.82779724
481.29625925,-1.82980415
481.49629926,-1.83180754
481.69633927,-1.83380738
481.89637928,-1.83580367
482.09641928,-1.83779638
482.29645929,-1.83978552
482.49649930,-1.84177105
482.69653931,-1.84375297
482.89657932,-1.84573127
483.09661932,-1.84770593
483.29665933,-1.84967693
483.49669934,-1.85164427
483.69673935,-1.85360792
483.89677936,-1.85556788
484.09681936,-1.85752413
484.29685937,-1.85947666
484.49689938,-1.86142545
484.69693939,-1.86337049
484.89697940,-1.86531177
485.09701940,-1.86724926
485.29705941,-1.86918297
485.49709942,-1.87111287
485.69713943,-1.87303895
485.89717944,-1.87496120
486.09721944,-1.87687960
486.29725945,-1.87879414
486.49729946,-1.88070481
486.69733947,-1.88261158
486.89737948,-1.88451446
487.09741948,-1.88641342
487.29745949,-1.88830845
487.49749950,-1.89019955
487.69753951,-1.89208668
487.89757952,-1.89396984
488.09761952,-1.89584903
488.29765953,-1.89772421
488.49769954,-1.89959539
488.69773955,-1.90146254
488.89777956,-1.90332565
489.09781956,-1.90518471
489.29785957,-1.90703971
489.49789958,-1.90889063
489.69793959,-1.91073746
489.89797960,-1.91258019
490.09801960,-1.91441880
490.29805961,-1.91625327
490.49809962,-1.91808360
490.69813963,-1.91990978
490.89817964,-1.92173178
491.09821964,-1.92354959
491.29825965,-1.92536321
491.49829966,-1.92717262
491.69833967,-1.92897780
491.89837968,-1.93077875
492.09841968,-1.93257544
492.29845969,-1.93436787
492.49849970,-1.93615602
492.69853971,-1.93793988
492.89857972,-1.93971943
493.09861972,-1.94149467
493.29865973,-1.94326558
493.49869974,-1.94503215
493.69873975,-1.94679436
493.89877976,-1.94855220
494.09881976,-1.95030565
494.29885977,-1.95205471
494.49889978,-1.95379937
494.69893979,-1.95553960
494.89897980,-1.95727539
495.09901980,-1.95900674
495.29905981,-1.96073363
495.49909982,-1.96245604
495.69913983,-1.96417397
495.89917984,-1.96588739
496.09921984,-1.96759631
496.29925985,-1.96930070
496.49929986,-1.97100055
496.69933987,-1.97269585
496.89937988,-1.97438659
497.09941988,-1.97607275
497.29945989,-1.97775433
497.49949990,-1.97943130
497.69953991,-1.98110365
497.89957992,-1.98277138
498.09961992,-1.98443447
498.29965993,-1.98609291
498.49969994,-1.98774668
498.69973995,-1.98939578
498.89977996,-1.99104018
499.09981996,-1.99267988
499.29985997,-1.99431487
499.49989998,-1.99594512
499.69993999,-1.99757064
499.89998000,-1.99919140
500.10002000,-2.00080740
500.30006001,-2.00241862
500.50010002,-2.00402506
500.70014003,-2.00562668
500.90018004,-2.00722350
501.10022004,-2.00881548
501.30026005,-2.01040263
501.50030006,-2.01198493
501.70034007,-2.01356236
501.90038008,-2.01513491
502.10042008,-2.01670258
502.30046009,-2.01826534
502.50050010,-2.01982319
502.70054011,-2.02137612
502.90058012,-2.02292411
503.10062012,-2.02446715
503.30066013,-2.02600523
503.50070014,-2.02753834
503.70074015,-2.02906646
503.90078016,-2.03058958
504.10082016,-2.03210769
504.30086017,-2.03362079
504.50090018,-2.03512885
504.70094019,-2.03663186
504.90098020,-2.03812982
505.10102020,-2.03962270
505.30106021,-2.04111051
505.50110022,-2.04259323
505.70114023,-2.04407084
505.90118024,-2.04554333
506.10122024,-2.04701070
506.30126025,-2.04847292
506.50130026,-2.04993000
506.70134027,-2.05138191
506.90138028,-2.05282865
507.10142028,-2.05427020
507.30146029,-2.05570656
507.50150030,-2.05713770
507.70154031,-2.05856363
507.90158032,-2.05998432
508.10162032,-2.06139977
508.30166033,-2.06280997
508.50170034,-2.06421490
508.70174035,-2.06561455
508.90178036,-2.06700891
509.10182036,-2.06839797
509.30186037,-2.06978172
509.50190038,-2.07116015
509.70194039,-2.07253324
509.90198040,-2.07390098
510.10202040,-2.07526338
510.30206041,-2.07662040
510.50210042,-2.07797204
510.70214043,-2.07931830
510.90218044,-2.08065915
511.10222044,-2.08199459
511.30226045,-2.08332461
511.50230046,-2.08464919
511.70234047,-2.08596833
511.90238048,-2.08728202
512.10242048,-2.08859023
512.30246049,-2.08989297
512.50250050,-2.09119022
512.70254051,-2.09248197
512.90258052,-2.09376822
513.10262052,-2.09504894
513.30266053,-2.09632413
513.50270054,-2.09759378
513.70274055,-2.09885787
513.90278056,-2.10011640
514.10282056,-2.10136936
514.30286057,-2.10261673
514.50290058,-2.10385851
514.70294059,-2.10509469
514.90298060,-2.10632524
515.10302060,-2.10755017
515.30306061,-2.10876947
515.50310062,-2.10998312
515.70314063,-2.11119111
515.90318064,-2.11239343
516.10322064,-2.11359007
516.30326065,-2.11478103
516.50330066,-2.11596629
516.70334067,-2.11714584
516.90338068,-2.11831967
517.10342068,-2.11948777
517.30346069,-2.12065014
517.50350070,-2.12180675
517.70354071,-2.12295761
517.90358072,-2.12410269
518.10362072,-2.12524200
518.30366073,-2.12637552
518.50370074,-2.12750324
518.70374075,-2.12862516
518.90378076,-2.12974125
519.10382076,-2.13085152
519.30386077,-2.13195595
519.50390078,-2.13305453
519.70394079,-2.13414725
519.90398080,-2.13523411
520.10402080,-2.13631510
520.30406081,-2.13739019
520.50410082,-2.13845939
520.70414083,-2.13952269
520.90418084,-2.14058007
521.10422084,-2.14163153
521.30426085,-2.14267706
521.50430086,-2.14371664
521.70434087,-2.14475027
521.90438088,-2.14577794
522.10442088,-2.14679964
522.30446089,-2.14781537
522.50450090,-2.14882510
522.70454091,-2.14982883
522.90458092,-2.15082656
523.10462092,-2.15181828
523.30466093,-2.15280396
523.50470094,-2.15378362
523.70474095,-2.15475723
523.90478096,-2.15572479
524.10482096,-2.15668629
524.30486097,-2.15764172
524.50490098,-2.15859107
524.70494099,-2.15953433
524.90498100,-2.16047150
525.10502100,-2.16140257
525.30506101,-2.16232752
525.50510102,-2.16324635
525.70514103,-2.16415905
525.90518104,-2.16506561
526.10522104,-2.16596602
526.30526105,-2.16686028
526.50530106,-2.16774837
526.70534107,-2.16863030
526.90538108,-2.16950604
527.10542108,-2.17037559
527.30546109,-2.17123894
527.50550110,-2.17209609
527.70554111,-2.17294702
527.90558112,-2.17379174
528.10562112,-2.17463022
528.30566113,-2.17546246
528.50570114,-2.17628846
528.70574115,-2.17710821
528.90578116,-2.17792169
529.10582116,-2.17872890
529.30586117,-2.17952984
529.50590118,-2.18032448
529.70594119,-2.18111284
529.90598120,-2.18189489
530.10602120,-2.18267064
530.30606121,-2.18344007
530.50610122,-2.18420317
530.70614123,-2.18495994
530.90618124,-2.18571038
531.10622124,-2.18645446
531.30626125,-2.18719219
531.50630126,-2.18792356
531.70634127,-2.18864856
531.90638128,-2.18936719
532.10642128,-2.19007943
532.30646129,-2.19078528
532.50650130,-2.19148473
532.70654131,-2.19217778
532.90658132,-2.19286441
533.10662132,-2.19354462
533.30666133,-2.19421841
533.50670134,-2.19488576
533.70674135,-2.19554668
533.90678136,-2.19620114
534.10682136,-2.19684915
534.30686137,-2.19749070
534.50690138,-2.19812579
534.70694139,-2.19875439
534.90698140,-2.19937652
535.10702140,-2.19999216
535.30706141,-2.20060130
535.50710142,-2.20120394
535.70714143,-2.20180007
535.90718144,-2.20238969
536.10722144,-2.20297279
536.30726145,-2.20354936
536.50730146,-2.20411940
536.70734147,-2.20468290
536.90738148,-2.20523985
537.10742148,-2.20579025
537.30746149,-2.20633409
537.50750150,-2.20687137
537.70754151,-2.20740208
537.90758152,-2.20792621
538.10762152,-2.20844376
538.30766153,-2.20895471
538.50770154,-2.20945908
538.70774155,-2.20995684
538.90778156,-2.21044800
539.10782156,-2.21093255
539.30786157,-2.21141047
539.50790158,-2.21188178
539.70794159,-2.21234645
539.90798160,-2.21280450
540.10802160,-2.21325590
540.30806161,-2.21370065
540.50810162,-2.21413876
540.70814163,-2.21457021
540.90818164,-2.21499499
541.10822164,-2.21541311
541.30826165,-2.21582456
541.50830166,-2.21622933
541.70834167,-2.21662742
541.90838168,-2.21701882
542.10842168,-2.21740352
542.30846169,-2.21778153
542.50850170,-2.21815284
542.70854171,-2.21851744
542.90858172,-2.21887532
543.10862172,-2.21922649
543.30866173,-2.21957094
543.50870174,-2.21990865
543.70874175,-2.22023964
543.90878176,-2.22056389
544.10882176,-2.22088140
544.30886177,-2.22119217
544.50890178,-2.22149618
544.70894179,-2.22179344
544.90898180,-2.22208395
545.10902180,-2.22236769
545.30906181,-2.22264466
545.50910182,-2.22291486
545.70914183,-2.22317828
545.90918184,-2.22343492
546.10922184,-2.22368478
546.30926185,-2.22392786
546.50930186,-2.22416414
546.70934187,-2.22439362
546.90938188,-2.22461630
547.10942188,-2.22483218
547.30946189,-2.22504126
547.50950190,-2.22524352
547.70954191,-2.22543896
547.90958192,-2.22562759
548.10962192,-2.22580939
548.30966193,-2.22598437
548.50970194,-2.22615252
548.70974195,-2.22631384
548.90978196,-2.22646832
549.10982196,-2.22661596
549.30986197,-2.22675676
549.50990198,-2.22689071
549.70994199,-2.22701781
549.90998200,-2.22713806
550.11002200,-2.22725146
550.31006201,-2.22735800
550.51010202,-2.22745767
550.71014203,-2.22755048
550.91018204,-2.22763642
551.11022204,-2.22771549
551.31026205,-2.22778769
551.51030206,-2.22785302
551.71034207,-2.22791146
551.91038208,-2.22796303
552.11042208,-2.22800771
552.31046209,-2.22804550
552.51050210,-2.22807641
552.71054211,-2.22810042
552.91058212,-2.22811754
553.11062212,-2.22812777
553.31066213,-2.22813110
553.51070214,-2.22812752
553.71074215,-2.22811705
553.91078216,-2.22809967
554.11082216,-2.22807538
554.31086217,-2.22804419
554.51090218,-2.22800608
554.71094219,-2.22796107
554.91098220,-2.22790913
555.11102220,-2.22785029
555.31106221,-2.22778452
555.51110222,-2.22771184
555.71114223,-2.22763223
555.91118224,-2.22754570
556.11122224,-2.22745225
556.31126225,-2.22735188
556.51130226,-2.22724457
556.71134227,-2.22713034
556.91138228,-2.22700918
557.11142228,-2.22688108
557.31146229,-2.22674606
557.51150230,-2.22660410
557.71154231,-2.22645521
557.91158232,-2.22629938
558.11162232,-2.22613662
558.31166233,-2.22596692
558.51170234,-2.22579028
558.71174235,-2.22560670
558.91178236,-2.22541618
559.11182236,-2.22521873
559.31186237,-2.22501433
559.51190238,-2.22480299
559.71194239,-2.22458471
559.91198240,-2.22435949
560.11202240,-2.22412732
560.31206241,-2.22388821
560.51210242,-2.22364216
560.71214243,-2.22338916
560.91218244,-2.22312922
561.11222244,-2.22286233
561.31226245,-2.22258850
561.51230246,-2.22230773
561.71234247,-2.22202001
561.91238248,-2.22172535
562.11242248,-2.22142375
562.31246249,-2.22111520
562.51250250,-2.22079970
562.71254251,-2.22047727
562.91258252,-2.22014789
563.11262252,-2.21981157
563.31266253,-2.21946831
563.51270254,-2.21911810
563.71274255,-2.21876096
563.91278256,-2.21839687
564.11282256,-2.21802585
564.31286257,-2.21764788
564.51290258,-2.21726298
564.71294259,-2.21687115
564.91298260,-2.21647237
565.11302260,-2.21606666
565.31306261,-2.21565402
565.51310262,-2.21523444
565.71314263,-2.21480794
565.91318264,-2.21437450
566.11322264,-2.21393413
566.31326265,-2.21348684
566.51330266,-2.21303262
566.71334267,-2.21257147
566.91338268,-2.21210340
567.11342268,-2.21162841
567.31346269,-2.21114650
567.51350270,-2.21065767
567.71354271,-2.21016192
567.91358272,-2.20965926
568.11362272,-2.20914969
568.31366273,-2.20863320
568.51370274,-2.20810981
568.71374275,-2.20757950
568.91378276,-2.20704230
569.11382276,-2.20649818
569.31386277,-2.20594717
569.51390278,-2.20538926
569.71394279,-2.20482446
569.91398280,-2.20425276
570.11402280,-2.20367417
570.31406281,-2.20308869
570.51410282,-2.20249632
570.71414283,-2.20189707
570.91418284,-2.20129094
571.11422284,-2.20067793
571.31426285,-2.20005805
571.51430286,-2.19943129
571.71434287,-2.19879767
571.91438288,-2.19815718
572.11442288,-2.19750982
572.31446289,-2.19685560
572.51450290,-2.19619453
572.71454291,-2.19552660
572.91458292,-2.19485182
573.11462292,-2.19417019
573.31466293,-2.19348172
573.51470294,-2.19278641
573.71474295,-2.19208426
573.91478296,-2.19137528
574.11482296,-2.19065947
574.31486297,-2.18993683
574.51490298,-2.18920737
574.71494299,-2.18847109
574.91498300,-2.18772800
575.11502300,-2.18697809
575.31506301,-2.18622138
575.51510302,-2.18545787
575.71514303,-2.18468755
575.91518304,-2.18391045
576.11522304,-2.18312655
576.31526305,-2.18233586
576.51530306,-2.18153840
576.71534307,-2.18073415
576.91538308,-2.17992314
577.11542308,-2.17910535
577.31546309,-2.17828081
577.51550310,-2.17744950
577.71554311,-2.17661144
577.91558312,-2.17576663
578.11562312,-2.17491507
578.31566313,-2.17405677
578.51570314,-2.17319174
578.71574315,-2.17231998
578.91578316,-2.17144150
579.11582316,-2.17055629
579.31586317,-2.16966437
579.51590318,-2.16876574
579.71594319,-2.16786041
579.91598320,-2.16694838
580.11602320,-2.16602965
580.31606321,-2.16510424
580.51610322,-2.16417215
580.71614323,-2.16323338
580.91618324,-2.16228793
581.11622324,-2.16133583
581.31626325,-2.16037706
581.51630326,-2.15941164
581.71634327,-2.15843957
581.91638328,-2.15746087
582.11642328,-2.15647552
582.31646329,-2.15548355
582.51650330,-2.15448495
582.71654331,-2.15347974
582.91658332,-2.15246791
583.11662332,-2.15144948
583.31666333,-2.15042446
583.51670334,-2.14939284
583.71674335,-2.14835463
583.91678336,-2.14730985
584.11682336,-2.14625850
584.31686337,-2.14520058
584.51690338,-2.14413610
584.71694339,-2.14306507
584.91698340,-2.14198750
585.11702340,-2.14090339
585.31706341,-2.13981274
585.51710342,-2.13871558
585.71714343,-2.13761189
585.91718344,-2.13650170
586.11722344,-2.13538501
586.31726345,-2.13426182
586.51730346,-2.13313214
586.71734347,-2.13199599
586.91738348,-2.13085336
587.11742348,-2.12970426
587.31746349,-2.12854871
587.51750350,-2.12738671
587.71754351,-2.12621827
587.91758352,-2.12504339
588.11762352,-2.12386208
588.31766353,-2.12267436
588.51770354,-2.12148023
588.71774355,-2.12027969
588.91778356,-2.11907276
589.11782356,-2.11785944
589.31786357,-2.11663975
589.51790358,-2.11541369
589.71794359,-2.11418126
589.91798360,-2.11294248
590.11802360,-2.11169736
590.31806361,-2.11044590
590.51810362,-2.10918811
590.71814363,-2.10792400
590.91818364,-2.10665358
591.11822364,-2.10537686
591.31826365,-2.10409385
591.51830366,-2.10280456
591.71834367,-2.10150899
591.91838368,-2.10020715
592.11842368,-2.09889906
592.31846369,-2.09758471
592.51850370,-2.09626413
592.71854371,-2.09493732
592.91858372,-2.09360429
593.11862372,-2.09226505
593.31866373,-2.09091961
593.51870374,-2.08956797
593.71874375,-2.08821015
593.91878376,-2.08684616
594.11882376,-2.08547601
594.31886377,-2.08409970
594.51890378,-2.08271725
594.71894379,-2.08132866
594.91898380,-2.07993395
595.11902380,-2.07853313
595.31906381,-2.07712620
595.51910382,-2.07571317
595.71914383,-2.07429406
595.91918384,-2.07286888
596.11922384,-2.07143763
596.31926385,-2.07000033
596.51930386,-2.06855699
596.71934387,-2.06710761
596.91938388,-2.06565221
597.11942388,-2.06419080
597.31946389,-2.06272339
597.51950390,-2.06124998
597.71954391,-2.05977060
597.91958392,-2.05828524
598.11962392,-2.05679393
598.31966393,-2.05529667
598.51970394,-2.05379347
598.71974395,-2.05228434
598.91978396,-2.05076930
599.11982396,-2.04924836
599.31986397,-2.04772152
599.51990398,-2.04618881
599.71994399,-2.04465022
599.91998400,-2.04310577
600.12002400,-2.04155547
600.32006401,-2.03999934
600.52010402,-2.03843738
600.72014403,-2.03686961
600.92018404,-2.03529604
601.12022404,-2.03371667
601.32026405,-2.03213153
601.52030406,-2.03054062
601.72034407,-2.02894396
601.92038408,-2.02734155
602.12042408,-2.02573341
602.32046409,-2.02411955
602.52050410,-2.02249998
602.72054411,-2.02087472
602.92058412,-2.01924377
603.12062412,-2.01760716
603.32066413,-2.01596488
603.52070414,-2.01431696
603.72074415,-2.01266340
603.92078416,-2.01100423
604.12082416,-2.00933944
604.32086417,-2.00766905
604.52090418,-2.00599308
604.72094419,-2.00431154
604.92098420,-2.00262444
605.12102420,-2.00093179
605.32106421,-1.99923361
605.52110422,-1.99752991
605.72114423,-1.99582070
605.92118424,-1.99410600
606.12122424,-1.99238581
606.32126425,-1.99066015
606.52130426,-1.98892904
606.72134427,-1.98719248
606.92138428,-1.98545050
607.12142428,-1.98370309
607.32146429,-1.98195029
607.52150430,-1.98019209
607.72154431,-1.97842852
607.92158432,-1.97665958
608.12162432,-1.97488530
608.32166433,-1.97310567
608.52170434,-1.97132073
608.72174435,-1.96953047
608.92178436,-1.96773492
609.12182436,-1.96593409
609.32186437,-1.96412799
609.52190438,-1.96231664
609.72194439,-1.96050004
609.92198440,-1.95867822
610.12202440,-1.95685119
610.32206441,-1.95501896
610.52210442,-1.95318154
610.72214443,-1.95133896
610.92218444,-1.94949122
611.12222444,-1.94763833
611.32226445,-1.94578032
611.52230446,-1.94391719
611.72234447,-1.94204897
611.92238448,-1.94017566
612.12242448,-1.93829728
612.32246449,-1.93641385
612.52250450,-1.93452537
612.72254451,-1.93263187
612.92258452,-1.93073335
613.12262452,-1.92882984
613.32266453,-1.92692134
613.52270454,-1.92500788
613.72274455,-1.92308947
613.92278456,-1.92116611
614.12282456,-1.91923783
614.32286457,-1.91730465
614.52290458,-1.91536657
614.72294459,-1.91342361
614.92298460,-1.91147578
615.12302460,-1.90952311
615.32306461,-1.90756561
615.52310462,-1.90560329
615.72314463,-1.90363616
615.92318464,-1.90166425
616.12322464,-1.89968756
616.32326465,-1.89770612
616.52330466,-1.89571994
616.72334467,-1.89372903
616.92338468,-1.89173341
617.12342468,-1.88973309
617.32346469,-1.88772809
617.52350470,-1.88571843
617.72354471,-1.88370413
617.92358472,-1.88168518
618.12362472,-1.87966163
618.32366473,-1.87763347
618.52370474,-1.87560072
618.72374475,-1.87356341
618.92378476,-1.87152154
619.12382476,-1.86947513
619.32386477,-1.86742420
619.52390478,-1.86536876
619.72394479,-1.86330884
619.92398480,-1.86124444
620.12402480,-1.85917558
620.32406481,-1.85710228
620.52410482,-1.85502455
620.72414483,-1.85294241
620.92418484,-1.85085588
621.12422484,-1.84876497
621.32426485,-1.84666970
621.52430486,-1.84457009
621.72434487,-1.84246615
621.92438488,-1.84035789
622.12442488,-1.83824534
622.32446489,-1.83612852
622.52450490,-1.83400742
622.72454491,-1.83188208
622.92458492,-1.82975252
623.12462492,-1.82761873
623.32466493,-1.82548076
623.52470494,-1.82333860
623.72474495,-1.82119228
623.92478496,-1.81904181
624.12482496,-1.81688721
624.32486497,-1.81472849
624.52490498,-1.81256569
624.72494499,-1.81039880
624.92498500,-1.80822784
625.12502501,-1.80605285
625.32506501,-1.80387382
625.52510502,-1.80169078
625.72514503,-1.79950374
625.92518504,-1.79731273
626.12522505,-1.79511775
626.32526505,-1.79291883
626.52530506,-1.79071598
626.72534507,-1.78850922
626.92538508,-1.78629857
627.12542509,-1.78408404
627.32546509,-1.78186565
627.52550510,-1.77964341
627.72554511,-1.77741735
627.92558512,-1.77518749
628.12562513,-1.77295383
628.32566513,-1.77071640
628.52570514,-1.76847521
628.72574515,-1.76623029
628.92578516,-1.76398164
629.12582517,-1.76172928
629.32586517,-1.75947324
629.52590518,-1.75721353
629.72594519,-1.75495017
629.92598520,-1.75268317
630.12602521,-1.75041255
630.32606521,-1.74813833
630.52610522,-1.74586053
630.72614523,-1.74357916
630.92618524,-1.74129424
631.12622525,-1.73900579
631.32626525,-1.73671383
631.52630526,-1.73441837
631.72634527,-1.73211943
631.92638528,-1.72981703
632.12642529,-1.72751118
632.32646529,-1.72520191
632.52650530,-1.72288923
632.72654531,-1.72057316
632.92658532,-1.71825371
633.12662533,-1.71593091
633.32666533,-1.71360477
633.52670534,-1.71127531
633.72674535,-1.70894254
633.92678536,-1.70660649
634.12682537,-1.70426717
634.32686537,-1.70192460
634.52690538,-1.69957879
634.72694539,-1.69722977
634.92698540,-1.69487755
635.12702541,-1.69252214
635.32706541,-1.69016358
635.52710542,-1.68780187
635.72714543,-1.68543703
635.92718544,-1.68306908
636.12722545,-1.68069803
636.32726545,-1.67832392
636.52730546,-1.67594674
636.72734547,-1.67356652
636.92738548,-1.67118328
637.12742549,-1.66879704
637.32746549,-1.66640781
637.52750550,-1.66401561
637.72754551,-1.66162045
637.92758552,-1.65922236
638.12762553,-1.65682136
638.32766553,-1.65441745
638.52770554,-1.65201067
638.72774555,-1.64960101
638.92778556,-1.64718851
639.12782557,-1.64477318
639.32786557,-1.64235504
639.52790558,-1.63993411
639.72794559,-1.63751040
639.92798560,-1.63508392
640.12802561,-1.63265471
640.32806561,-1.63022277
640.52810562,-1.62778812
640.72814563,-1.62535079
640.92818564,-1.62291078
641.12822565,-1.62046812
641.32826565,-1.61802282
641.52830566,-1.61557490
641.72834567,-1.61312437
641.92838568,-1.61067127
642.12842569,-1.60821559
642.32846569,-1.60575736
642.52850570,-1.60329660
642.72854571,-1.60083332
642.92858572,-1.59836755
643.12862573,-1.59589929
643.32866573,-1.59342857
643.52870574,-1.59095540
643.72874575,-1.58847980
643.92878576,-1.58600179
644.12882577,-1.58352138
644.32886577,-1.58103859
644.52890578,-1.57855344
644.72894579,-1.57606595
644.92898580,-1.57357613
645.12902581,-1.57108399
645.32906581,-1.56858957
645.52910582,-1.56609286
645.72914583,-1.56359390
645.92918584,-1.56109269
646.12922585,-1.55858926
646.32926585,-1.55608362
646.52930586,-1.55357578
646.72934587,-1.55106577
646.92938588,-1.54855360
647.12942589,-1.54603929
647.32946589,-1.54352285
647.52950590,-1.54100430
647.72954591,-1.53848366
647.92958592,-1.53596095
648.12962593,-1.53343617
648.32966593,-1.53090935
648.52970594,-1.52838050
648.72974595,-1.52584964
648.92978596,-1.52331679
649.12982597,-1.52078196
649.32986597,-1.51824517
649.52990598,-1.51570643
649.72994599,-1.51316576
649.92998600,-1.51062318
650.13002601,-1.50807871
650.33006601,-1.50553235
650.53010602,-1.50298412
650.73014603,-1.50043405
650.93018604,-1.49788214
651.13022605,-1.49532842
651.33026605,-1.49277289
651.53030606,-1.49021557
651.73034607,-1.48765649
651.93038608,-1.48509565
652.13042609,-1.48253307
652.33046609,-1.47996877
652.53050610,-1.47740276
652.73054611,-1.47483506
652.93058612,-1.47226567
653.13062613,-1.46969463
653.33066613,-1.46712194
653.53070614,-1.46454761
653.73074615,-1.46197167
653.93078616,-1.45939413
654.13082617,-1.45681500
654.33086617,-1.45423430
654.53090618,-1.45165204
654.73094619,-1.44906824
654.93098620,-1.44648291
655.13102621,-1.44389606
655.33106621,-1.44130772
655.53110622,-1.43871790
655.73114623,-1.43612660
655.93118624,-1.43353385
656.13122625,-1.43093966
656.33126625,-1.42834404
656.53130626,-1.42574701
656.73134627,-1.42314858
656.93138628,-1.42054877
657.13142629,-1.41794759
657.33146629,-1.41534504
657.53150630,-1.41274116
657.73154631,-1.41013595
657.93158632,-1.40752942
658.13162633,-1.40492159
658.33166633,-1.40231247
658.53170634,-1.39970208
658.73174635,-1.39709042
658.93178636,-1.39447752
659.13182637,-1.39186338
659.33186637,-1.38924802
659.53190638,-1.38663145
659.73194639,-1.38401368
659.93198640,-1.38139473
660.13202641,-1.37877461
660.33206641,-1.37615333
660.53210642,-1.37353091
660.73214643,-1.37090735
660.93218644,-1.36828267
661.13222645,-1.36565688
661.33226645,-1.36303000
661.53230646,-1.36040203
661.73234647,-1.35777299
661.93238648,-1.35514289
662.13242649,-1.35251174
662.33246649,-1.34987955
662.53250650,-1.34724634
662.73254651,-1.34461211
662.93258652,-1.34197689
663.13262653,-1.33934067
663.33266653,-1.33670347
663.53270654,-1.33406530
663.73274655,-1.33142618
663.93278656,-1.32878610
664.13282657,-1.32614510
664.33286657,-1.32350316
664.53290658,-1.32086031
664.73294659,-1.31821656
